Lemma,Rank,SFI,U
clock,931,"60,051","101,18"
everybody,932,"60,048","101,11"
weekend,933,"60,042","100,97"
perform,934,"60,041","100,95"
professional,935,"60,041","100,95"
mine,936,"60,038","100,87"
debate,937,"60,031","100,72"
memory,938,"60,030","100,70"
green,939,"60,025","100,58"
song,940,"60,023","100,52"
object,941,"60,000","100,00"
maintain,942,"59,999","99,97"
credit,943,"59,991","99,79"
ring,944,"59,987","99,71"
discover,945,"59,974","99,41"
dead,946,"59,964","99,18"
afternoon,947,"59,964","99,17"
prefer,948,"59,957","99,02"
extend,949,"59,953","98,92"
possibility,950,"59,948","98,81"
direction,951,"59,942","98,67"
facility,952,"59,936","98,54"
variety,953,"59,920","98,17"
daily,954,"59,908","97,89"
clothes,955,"59,906","97,85"
screen,956,"59,896","97,63"
track,957,"59,895","97,60"
dance,958,"59,888","97,45"
completely,959,"59,888","97,45"
female,960,"59,880","97,28"
responsibility,961,"59,877","97,21"
original,962,"59,844","96,48"
sister,963,"59,843","96,44"
rock,964,"59,839","96,37"
dream,965,"59,838","96,35"
nor,966,"59,824","96,03"
university,967,"59,819","95,92"
easily,968,"59,808","95,68"
agency,969,"59,805","95,62"
dollar,970,"59,802","95,54"
garden,971,"59,795","95,38"
fix,972,"59,792","95,33"
ahead,973,"59,777","94,99"
cross,974,"59,777","94,99"
yeah,975,"59,775","94,95"
weight,976,"59,739","94,17"
legal,977,"59,723","93,82"
proposal,978,"59,714","93,62"
version,979,"59,711","93,56"
conversation,980,"59,705","93,44"
somebody,981,"59,704","93,41"
pound,982,"59,689","93,10"
magazine,983,"59,688","93,08"
shape,984,"59,686","93,01"
sea,985,"59,681","92,91"
immediately,986,"59,674","92,76"
welcome,987,"59,673","92,75"
smile,988,"59,673","92,75"
communication,989,"59,672","92,73"
agent,990,"59,651","92,29"
traditional,991,"59,651","92,28"
replace,992,"59,645","92,15"
judge,993,"59,639","92,03"
herself,994,"59,631","91,85"
suddenly,995,"59,629","91,81"
generation,996,"59,628","91,79"
estimate,997,"59,626","91,76"
favorite,998,"59,622","91,67"
difficulty,999,"59,619","91,61"
purchase,1000,"59,612","91,46"
shoot,1001,"59,605","91,30"
announce,1002,"59,603","91,26"
unless,1003,"59,602","91,25"
independent,1004,"59,594","91,07"
recommend,1005,"59,584","90,86"
survey,1006,"59,582","90,82"
majority,1007,"59,581","90,80"
stick,1008,"59,568","90,53"
request,1009,"59,557","90,30"
rich,1010,"59,542","90,00"
wind,1011,"59,537","89,88"
none,1012,"59,529","89,72"
exchange,1013,"59,521","89,57"
budget,1014,"59,513","89,40"
famous,1015,"59,513","89,40"
blood,1016,"59,508","89,29"
appropriate,1017,"59,507","89,28"
block,1018,"59,507","89,27"
warm,1019,"59,502","89,16"
count,1020,"59,498","89,08"
scene,1021,"59,496","89,04"
writer,1022,"59,494","89,01"
content,1023,"59,488","88,87"
prevent,1024,"59,482","88,75"
safe,1025,"59,473","88,56"
invite,1026,"59,466","88,44"
mix,1027,"59,465","88,41"
element,1028,"59,448","88,06"
effective,1029,"59,447","88,04"
correct,1030,"59,447","88,04"
medical,1031,"59,430","87,71"
admit,1032,"59,420","87,51"
beat,1033,"59,417","87,43"
telephone,1034,"59,416","87,42"
copy,1035,"59,411","87,32"
committee,1036,"59,405","87,19"
aware,1037,"59,404","87,17"
advice,1038,"59,400","87,10"
handle,1039,"59,392","86,93"
glass,1040,"59,389","86,87"
trial,1041,"59,385","86,79"
stress,1042,"59,384","86,77"
radio,1043,"59,366","86,42"
administration,1044,"59,357","86,24"
complex,1045,"59,356","86,21"
text,1046,"59,349","86,08"
context,1047,"59,347","86,04"
ride,1048,"59,343","85,96"
directly,1049,"59,339","85,89"
heavy,1050,"59,337","85,85"
remove,1051,"59,333","85,75"
conduct,1052,"59,332","85,74"
equipment,1053,"59,332","85,73"
otherwise,1054,"59,330","85,71"
title,1055,"59,320","85,52"
extra,1056,"59,315","85,41"
executive,1057,"59,314","85,39"
chair,1058,"59,306","85,23"
expensive,1059,"59,305","85,22"
sample,1060,"59,300","85,12"
sex,1061,"59,298","85,08"
deliver,1062,"59,294","84,99"
video,1063,"59,290","84,92"
connection,1064,"59,287","84,85"
primary,1065,"59,282","84,76"
weather,1066,"59,274","84,60"
collect,1067,"59,266","84,46"
inform,1068,"59,254","84,23"
principle,1069,"59,254","84,22"
straight,1070,"59,245","84,03"
appeal,1071,"59,243","84,01"
highly,1072,"59,238","83,91"
trust,1073,"59,237","83,89"
wonderful,1074,"59,235","83,85"
flat,1075,"59,230","83,75"
absolutely,1076,"59,223","83,61"
flow,1077,"59,221","83,57"
fair,1078,"59,218","83,53"
additional,1079,"59,211","83,39"
responsible,1080,"59,207","83,30"
farm,1081,"59,204","83,25"
collection,1082,"59,200","83,18"
hang,1083,"59,186","82,90"
negative,1084,"59,184","82,88"
band,1085,"59,180","82,79"
relative,1086,"59,171","82,63"
tour,1087,"59,170","82,60"
alternative,1088,"59,169","82,58"
software,1089,"59,168","82,57"
pair,1090,"59,158","82,37"
ship,1091,"59,156","82,33"
attitude,1092,"59,141","82,05"
cheap,1093,"59,137","81,98"
double,1094,"59,136","81,96"
leg,1095,"59,134","81,93"
observe,1096,"59,131","81,86"
sentence,1097,"59,125","81,76"
print,1098,"59,121","81,68"
progress,1099,"59,120","81,65"
truth,1100,"59,114","81,55"
nobody,1101,"59,112","81,51"
examine,1102,"59,103","81,33"
lay,1103,"59,102","81,32"
speed,1104,"59,095","81,19"
politics,1105,"59,093","81,15"
reply,1106,"59,081","80,94"
display,1107,"59,080","80,90"
transfer,1108,"59,077","80,86"
perfect,1109,"59,072","80,77"
slightly,1110,"59,067","80,67"
overall,1111,"59,066","80,65"
intend,1112,"59,058","80,49"
user,1113,"59,054","80,42"
respond,1114,"59,053","80,40"
dinner,1115,"59,040","80,17"
slow,1116,"59,039","80,14"
regular,1117,"59,038","80,13"
physical,1118,"59,036","80,09"
apart,1119,"59,023","79,86"
suit,1120,"59,015","79,71"
federal,1121,"59,012","79,66"
reveal,1122,"59,012","79,66"
percentage,1123,"58,998","79,39"
peace,1124,"58,991","79,27"
status,1125,"58,988","79,21"
crime,1126,"58,976","78,99"
decline,1127,"58,973","78,95"
decade,1128,"58,969","78,86"
launch,1129,"58,969","78,86"
warn,1130,"58,961","78,73"
consumer,1131,"58,961","78,71"
favor,1132,"58,960","78,70"
dry,1133,"58,949","78,50"
partner,1134,"58,946","78,46"
institution,1135,"58,946","78,46"
spot,1136,"58,939","78,32"
horse,1137,"58,939","78,32"
eventually,1138,"58,933","78,22"
heat,1139,"58,926","78,10"
excite,1140,"58,921","78,00"
reader,1141,"58,917","77,92"
importance,1142,"58,906","77,73"
distance,1143,"58,903","77,67"
guide,1144,"58,900","77,63"
grant,1145,"58,900","77,63"
taxi,1146,"58,893","77,50"
feed,1147,"58,889","77,43"
pain,1148,"58,887","77,39"
sector,1149,"58,868","77,06"
mistake,1150,"58,867","77,04"
ensure,1151,"58,864","76,98"
satisfy,1152,"58,854","76,80"
chief,1153,"58,854","76,80"
cool,1154,"58,847","76,69"
expert,1155,"58,842","76,59"
wave,1156,"58,839","76,55"
south,1157,"58,837","76,52"
labor,1158,"58,833","76,43"
surface,1159,"58,830","76,38"
library,1160,"58,815","76,13"
excellent,1161,"58,814","76,10"
edge,1162,"58,813","76,08"
camp,1163,"58,807","75,97"
audience,1164,"58,802","75,89"
lift,1165,"58,799","75,85"
procedure,1166,"58,789","75,67"
email,1167,"58,787","75,62"
global,1168,"58,786","75,61"
struggle,1169,"58,785","75,60"
advertise,1170,"58,766","75,27"
select,1171,"58,759","75,15"
surround,1172,"58,754","75,07"
extent,1173,"58,740","74,82"
river,1174,"58,733","74,70"
annual,1175,"58,731","74,67"
fully,1176,"58,725","74,56"
contrast,1177,"58,722","74,51"
roll,1178,"58,706","74,23"
reality,1179,"58,706","74,23"
photograph,1180,"58,700","74,12"
artist,1181,"58,693","74,02"
conflict,1182,"58,693","74,01"
entire,1183,"58,691","73,98"
presence,1184,"58,691","73,98"
crowd,1185,"58,689","73,94"
corner,1186,"58,688","73,93"
gas,1187,"58,688","73,92"
shift,1188,"58,683","73,85"
net,1189,"58,683","73,84"
category,1190,"58,683","73,84"
secretary,1191,"58,682","73,83"
defense,1192,"58,676","73,72"
quick,1193,"58,673","73,66"
cook,1194,"58,666","73,55"
spread,1195,"58,663","73,49"
nuclear,1196,"58,659","73,43"
scale,1197,"58,657","73,41"
driver,1198,"58,655","73,37"
ball,1199,"58,649","73,26"
cry,1200,"58,636","73,05"
introduction,1201,"58,634","73,02"
requirement,1202,"58,626","72,88"
north,1203,"58,621","72,79"
confirm,1204,"58,620","72,78"
senior,1205,"58,601","72,46"
photo,1206,"58,593","72,33"
refuse,1207,"58,591","72,29"
transport,1208,"58,578","72,08"
emerge,1209,"58,577","72,06"
map,1210,"58,577","72,06"
concept,1211,"58,575","72,03"
island,1212,"58,571","71,96"
reform,1213,"58,568","71,91"
neither,1214,"58,566","71,87"
football,1215,"58,559","71,76"
survive,1216,"58,558","71,74"
flight,1217,"58,552","71,64"
left,1218,"58,550","71,61"
solve,1219,"58,545","71,52"
neighbor,1220,"58,544","71,52"
background,1221,"58,540","71,45"
technique,1222,"58,539","71,43"
traffic,1223,"58,537","71,41"
improvement,1224,"58,528","71,25"
tool,1225,"58,523","71,17"
consequence,1226,"58,523","71,17"
circumstance,1227,"58,523","71,17"
smoke,1228,"58,521","71,14"
reaction,1229,"58,520","71,11"
rain,1230,"58,516","71,06"
busy,1231,"58,514","71,03"
lesson,1232,"58,507","70,92"
brain,1233,"58,499","70,78"
mass,1234,"58,495","70,72"
funny,1235,"58,490","70,63"
contribute,1236,"58,487","70,58"
failure,1237,"58,486","70,56"
schedule,1238,"58,484","70,53"
speaker,1239,"58,478","70,44"
bottom,1240,"58,473","70,36"
adopt,1241,"58,470","70,31"
combine,1242,"58,470","70,30"
mountain,1243,"58,461","70,17"
waste,1244,"58,459","70,13"
hide,1245,"58,455","70,06"
marriage,1246,"58,453","70,03"
ticket,1247,"58,453","70,03"
meal,1248,"58,449","69,96"
colleague,1249,"58,447","69,94"
bag,1250,"58,445","69,91"
repeat,1251,"58,441","69,84"
equal,1252,"58,433","69,71"
expression,1253,"58,426","69,59"
plus,1254,"58,425","69,59"
extremely,1255,"58,425","69,59"
owner,1256,"58,422","69,53"
plane,1257,"58,415","69,43"
commercial,1258,"58,412","69,37"
lady,1259,"58,386","68,95"
duty,1260,"58,380","68,86"
strength,1261,"58,369","68,69"
connect,1262,"58,363","68,60"
cultural,1263,"58,363","68,60"
arrange,1264,"58,354","68,46"
scheme,1265,"58,348","68,36"
payment,1266,"58,342","68,26"
unfortunately,1267,"58,339","68,22"
brief,1268,"58,338","68,21"
bird,1269,"58,328","68,05"
demonstrate,1270,"58,326","68,02"
contribution,1271,"58,326","68,01"
appreciate,1272,"58,323","67,97"
chapter,1273,"58,323","67,97"
secret,1274,"58,321","67,94"
apparently,1275,"58,320","67,92"
novel,1276,"58,319","67,91"
union,1277,"58,315","67,84"
burn,1278,"58,310","67,76"
trend,1279,"58,309","67,74"
initial,1280,"58,307","67,72"
pleasure,1281,"58,302","67,63"
suggestion,1282,"58,300","67,60"
critical,1283,"58,292","67,48"
gather,1284,"58,288","67,42"
mostly,1285,"58,287","67,40"
earth,1286,"58,286","67,39"
pop,1287,"58,277","67,25"
essential,1288,"58,274","67,21"
desire,1289,"58,271","67,17"
promote,1290,"58,271","67,16"
currently,1291,"58,267","67,09"
employ,1292,"58,257","66,95"
path,1293,"58,257","66,94"
topic,1294,"58,256","66,93"
beach,1295,"58,255","66,91"
attract,1296,"58,254","66,90"
engage,1297,"58,254","66,90"
powerful,1298,"58,242","66,71"
flower,1299,"58,241","66,70"
crisis,1300,"58,237","66,63"
settle,1301,"58,234","66,59"
boat,1302,"58,228","66,50"
aid,1303,"58,227","66,48"
fan,1304,"58,226","66,47"
kitchen,1305,"58,225","66,45"
twice,1306,"58,224","66,44"
fresh,1307,"58,223","66,43"
delay,1308,"58,223","66,43"
safety,1309,"58,217","66,32"
engineer,1310,"58,216","66,31"
quiet,1311,"58,212","66,26"
insurance,1312,"58,211","66,23"
nurse,1313,"58,207","66,17"
divide,1314,"58,205","66,14"
length,1315,"58,201","66,09"
investigation,1316,"58,192","65,94"
package,1317,"58,191","65,93"
somewhere,1318,"58,187","65,87"
expand,1319,"58,182","65,79"
commit,1320,"58,176","65,71"
obvious,1321,"58,175","65,70"
jump,1322,"58,160","65,46"
weapon,1323,"58,157","65,43"
relatively,1324,"58,154","65,38"
host,1325,"58,152","65,34"
winter,1326,"58,148","65,28"
district,1327,"58,147","65,27"
broad,1328,"58,137","65,12"
tire,1329,"58,118","64,84"
spring,1330,"58,111","64,73"
spirit,1331,"58,095","64,48"
lunch,1332,"58,088","64,38"
actual,1333,"58,083","64,31"
pool,1334,"58,083","64,31"
battle,1335,"58,082","64,29"
tradition,1336,"58,077","64,22"
cash,1337,"58,073","64,16"
hardly,1338,"58,064","64,03"
award,1339,"58,064","64,03"
coach,1340,"58,063","64,02"
experiment,1341,"58,060","63,97"
consideration,1342,"58,057","63,93"
strange,1343,"58,057","63,93"
code,1344,"58,056","63,91"
possibly,1345,"58,043","63,72"
threat,1346,"58,043","63,72"
accident,1347,"58,040","63,68"
impossible,1348,"58,037","63,63"
revenue,1349,"58,036","63,61"
enable,1350,"58,035","63,61"
afraid,1351,"58,028","63,50"
active,1352,"58,026","63,47"
conclude,1353,"58,016","63,33"
religious,1354,"58,014","63,30"
cancer,1355,"58,014","63,30"
convince,1356,"58,013","63,29"
vary,1357,"58,011","63,26"
environmental,1358,"58,005","63,17"
sun,1359,"57,996","63,03"
healthy,1360,"57,993","63,00"
blow,1361,"57,980","62,81"
volume,1362,"57,970","62,66"
location,1363,"57,970","62,66"
invest,1364,"57,969","62,65"
proceed,1365,"57,967","62,62"
wash,1366,"57,965","62,59"
actor,1367,"57,964","62,57"
glad,1368,"57,961","62,53"
tape,1369,"57,957","62,47"
whereas,1370,"57,956","62,46"
opposite,1371,"57,954","62,43"
stone,1372,"57,954","62,43"
sum,1373,"57,953","62,42"
murder,1374,"57,948","62,34"
monitor,1375,"57,944","62,29"
soldier,1376,"57,943","62,27"
finance,1377,"57,939","62,22"
hate,1378,"57,931","62,10"
egg,1379,"57,926","62,02"
concert,1380,"57,924","62,00"
shock,1381,"57,923","61,99"
comfortable,1382,"57,922","61,98"
usual,1383,"57,917","61,90"
carefully,1384,"57,909","61,79"
pack,1385,"57,908","61,78"
recall,1386,"57,906","61,74"
wine,1387,"57,903","61,70"
camera,1388,"57,897","61,62"
swim,1389,"57,896","61,61"
manufacture,1390,"57,895","61,59"
theater,1391,"57,885","61,45"
cycle,1392,"57,877","61,33"
coffee,1393,"57,874","61,29"
totally,1394,"57,874","61,29"
museum,1395,"57,873","61,27"
visitor,1396,"57,865","61,17"
freedom,1397,"57,862","61,12"
construction,1398,"57,861","61,11"
dear,1399,"57,860","61,09"
objective,1400,"57,843","60,85"
moreover,1401,"57,843","60,85"
onto,1402,"57,836","60,75"
historical,1403,"57,833","60,72"
oppose,1404,"57,830","60,67"
branch,1405,"57,822","60,56"
vehicle,1406,"57,818","60,50"
scientist,1407,"57,817","60,50"
route,1408,"57,810","60,40"
bind,1409,"57,803","60,30"
belong,1410,"57,800","60,25"
taste,1411,"57,795","60,19"
tonight,1412,"57,794","60,17"
fashion,1413,"57,791","60,13"
danger,1414,"57,790","60,12"
bomb,1415,"57,788","60,08"
army,1416,"57,787","60,08"
dangerous,1417,"57,774","59,90"
decrease,1418,"57,762","59,73"
hurt,1419,"57,759","59,69"
council,1420,"57,752","59,59"
editor,1421,"57,742","59,46"
normally,1422,"57,741","59,44"
sight,1423,"57,736","59,37"
generate,1424,"57,727","59,25"
gift,1425,"57,727","59,25"
delivery,1426,"57,722","59,18"
deny,1427,"57,718","59,13"
guest,1428,"57,717","59,12"
anybody,1429,"57,714","59,07"
bedroom,1430,"57,714","59,07"
quote,1431,"57,706","58,96"
climb,1432,"57,700","58,88"
basically,1433,"57,696","58,83"
violence,1434,"57,690","58,76"
minister,1435,"57,687","58,70"
mainly,1436,"57,684","58,66"
mouth,1437,"57,682","58,64"
noise,1438,"57,675","58,55"
manner,1439,"57,675","58,54"
gun,1440,"57,668","58,45"
square,1441,"57,667","58,44"
occasion,1442,"57,652","58,24"
familiar,1443,"57,640","58,08"
ignore,1444,"57,640","58,08"
destroy,1445,"57,637","58,03"
affair,1446,"57,631","57,95"
civil,1447,"57,622","57,84"
locate,1448,"57,622","57,83"
citizen,1449,"57,618","57,79"
temperature,1450,"57,613","57,72"
gold,1451,"57,610","57,67"
domestic,1452,"57,574","57,20"
load,1453,"57,570","57,15"
belief,1454,"57,568","57,12"
troop,1455,"57,567","57,11"
technical,1456,"57,562","57,04"
remind,1457,"57,561","57,03"
arrangement,1458,"57,561","57,03"
skin,1459,"57,554","56,94"
prison,1460,"57,554","56,94"
switch,1461,"57,550","56,88"
acquire,1462,"57,541","56,77"
corporate,1463,"57,535","56,69"
fairly,1464,"57,529","56,61"
wood,1465,"57,529","56,61"
participate,1466,"57,529","56,61"
tough,1467,"57,525","56,56"
tear,1468,"57,522","56,52"
representative,1469,"57,521","56,51"
capacity,1470,"57,521","56,51"
border,1471,"57,514","56,42"
shake,1472,"57,510","56,36"
assessment,1473,"57,507","56,32"
shoe,1474,"57,506","56,31"
ought,1475,"57,501","56,24"
ad,1476,"57,496","56,19"
fee,1477,"57,490","56,10"
hall,1478,"57,488","56,08"
regulation,1479,"57,481","55,99"
escape,1480,"57,478","55,95"
studio,1481,"57,476","55,92"
proper,1482,"57,475","55,91"
relax,1483,"57,474","55,90"
tourist,1484,"57,474","55,90"
component,1485,"57,470","55,85"
afford,1486,"57,459","55,70"
lawyer,1487,"57,456","55,67"
suspect,1488,"57,455","55,65"
cup,1489,"57,453","55,63"
description,1490,"57,453","55,62"
confidence,1491,"57,436","55,42"
industrial,1492,"57,424","55,26"
complain,1493,"57,424","55,26"
perspective,1494,"57,423","55,25"
error,1495,"57,419","55,20"
arrest,1496,"57,416","55,16"
assess,1497,"57,415","55,14"
register,1498,"57,400","54,95"
asset,1499,"57,397","54,92"
signal,1500,"57,394","54,88"
finger,1501,"57,384","54,75"
relevant,1502,"57,379","54,68"
explore,1503,"57,371","54,59"
leadership,1504,"57,368","54,55"
commitment,1505,"57,362","54,47"
wake,1506,"57,361","54,47"
necessarily,1507,"57,348","54,30"
bright,1508,"57,341","54,21"
frame,1509,"57,338","54,18"
slowly,1510,"57,337","54,16"
bond,1511,"57,336","54,15"
hire,1512,"57,336","54,15"
hole,1513,"57,328","54,05"
tie,1514,"57,326","54,02"
internal,1515,"57,325","54,02"
chain,1516,"57,319","53,94"
literature,1517,"57,294","53,63"
victim,1518,"57,288","53,56"
threaten,1519,"57,282","53,48"
division,1520,"57,278","53,43"
secure,1521,"57,275","53,39"
amaze,1522,"57,270","53,34"
device,1523,"57,264","53,26"
birth,1524,"57,264","53,26"
forest,1525,"57,260","53,22"
label,1526,"57,259","53,20"
root,1527,"57,256","53,16"
factory,1528,"57,251","53,09"
expense,1529,"57,250","53,08"
channel,1530,"57,249","53,08"
investigate,1531,"57,246","53,04"
recommendation,1532,"57,243","53,00"
rank,1533,"57,235","52,90"
typical,1534,"57,233","52,89"
west,1535,"57,232","52,87"
friendly,1536,"57,231","52,86"
resident,1537,"57,228","52,82"
provision,1538,"57,226","52,79"
concentrate,1539,"57,223","52,76"
plenty,1540,"57,215","52,66"
export,1541,"57,214","52,65"
entirely,1542,"57,212","52,62"
strongly,1543,"57,210","52,60"
bridge,1544,"57,202","52,50"
consist,1545,"57,200","52,48"
graduate,1546,"57,197","52,44"
brand,1547,"57,193","52,39"
moral,1548,"57,175","52,18"
insist,1549,"57,173","52,16"
combination,1550,"57,171","52,14"
abuse,1551,"57,169","52,11"
ice,1552,"57,164","52,04"
principal,1553,"57,163","52,04"
master,1554,"57,161","52,01"
